https://github.com/couchbase/couchbase-jvm-core/commit/00c6486c7ef0713800a3a96baebbc8eb70d25cc2,improve *serviceconfig and related javadoc the service configs themselves and the api in the environment was lacking proper javadoc for the functionality which led to some confusion this changeset substantially extends the javadocs in this area,,perfective,,test,improve lacking,,,
https://github.com/couchbase/couchbase-jvm-core/commit/fe6823993b5e7463b259a588a3fc04bca6c21d3f,improve ring buffer diagnostics recently added diagnostics on the internal ring-buffer used in the java client these are currently only available through a thrown backpressureexception so this change gives access to these useful diagnostics through an api,,perfective,,test,improve gives access,,,
https://github.com/couchbase/couchbase-jvm-core/commit/38e2a9a4214cd60808051e38eb235f4311be1afe,improve ring buffer diagnostics when core-io's ringbuffer is filled a backpressureexception is thrown to the app this change is to provide some additional helpful diagnostics in the exception,,perfective,,test,improve additional,,,
https://github.com/couchbase/couchbase-jvm-core/commit/c0ce3c106658739045b4266262b7f39c03f17a63,use origin instead of localhost for nodesext if the hostname from nodesext is missing the code should not use the hardcoded localhost but rather the origin (similar to the replace ops already in place),,perfective,,test,use instead,,,
https://github.com/couchbase/couchbase-jvm-core/commit/d9c9ca5d8ff0955b25b4bf8cee630de5f8672f83,discard read bytes in the parser after the value has been emitted the read bytes from the response content can be discarded verified by unit and also integration verified manually with 2 million documents,,perfective,,test,discard,,,
https://github.com/couchbase/couchbase-jvm-core/commit/7929277343bceebe29441aa5ba0dfd48300d2429,add more compression controls based on discussion and rfc more compression controls need to be available so the actual behavior can be tailored to the users requirements,,perfective,,test,add more,,,
https://github.com/couchbase/couchbase-jvm-core/commit/603c89cb984d69e1e07e6d9f9ecf5314cfaa1209,various updates and n1ql support this changeset changes some of the nuances how spans are handled and brings support for n1ql queries,,adaptive,,,support BBB,,,
https://github.com/couchbase/couchbase-jvm-core/commit/3b395fded2bead706123330ab63bb09af5913975,"add field level encryption support support for encrypted fields add cryptographic algorithm providers and key store providers implementations changes ------- - add key store provider pluggable interface - insecure key store for development jceks key store for supporting both symmetric and asymmetric keys as jks supports only asymmetric keys - add cryptographic algorithm provider pluggable interface - aes-128 and aes-256 algorithm providers support aes-256 is recommended but requires jce unlimited strength policy files for use with older java versions like 6,7,8 aes-128 can be directly used without the additional policy files - rsa algorithm provider support result ------ simple key store for jceks and vault pass the cryptographic providers are in java-client",,perfective,,test,add support,,,
https://github.com/couchbase/couchbase-jvm-core/commit/2a275759d946113cb6271e755f2c892d4ce89178,add thresholdlogreporter building on the previous changesets this one adds a reporter and provides the infrastructure and constructs for logging,,adaptive,,test,provides infrastructure for,,,
https://github.com/couchbase/couchbase-jvm-core/commit/2449867ab71a7deda8dbfe530be4613e9c34a1f0,add thresholdlogtracer as part of the tracing infrastructure the client need to ship out of the bux with a tracer which supports collecting information about spans that are over the treshold,,perfective,,test,need support,,,
https://github.com/couchbase/couchbase-jvm-core/commit/87271a194903f549ad6ad3915125819727e0dccb,add support for kv service tracing as part of the overall tracing efforts the server side (in this case particularly the kv engine) adds the capability to return its overall processing duration as part of the response if negotiated,,perfective,,test,add support,,,
https://github.com/couchbase/couchbase-jvm-core/commit/38a65f59659502ffec5d1651ee3c04cf69fb11d4,negotiate json user agent in hello as part of better tracing capabilities the client must negotiate an identifer in addition to the user agent based on the rfc this format is a json hash with both the agent and the identifier,,perfective,,test,better capabilities,,,
https://github.com/couchbase/couchbase-jvm-core/commit/1b3a6eb53b01d27bc9da45a7b54e87b135392be2,perform log redaction as part of the larger effort to optionally allow and perform log redaction this changeset applies context aware redaction for info warn and error log messages,,perfective,,test,effort to allow,,,
https://github.com/couchbase/couchbase-jvm-core/commit/3444723bdfaaafe38580d99d3fe00b57eba24711,allow to optionally specify a different truststore in certain deployments it can make sense to split up the keymanager and trustmanager certificate management in different files / keystores,,perfective,,test,allow,,,
https://github.com/couchbase/couchbase-jvm-core/commit/a6963ae451f57dc2eb971b6326f93034360f261a,add support for insertdocument and accessdeleted in subdoc doc flags include support for insert document and access deleted in subdocument document flags changes ------- the add document flag is set for inserting new document in a subdocument mutation request and the access deleted flag is set for accessing deleted documents on subdocument requests these options are set as part of the request results ------- the two doc flags work as expected with 50 server release,,perfective,,test,add support include,,,
https://github.com/couchbase/couchbase-jvm-core/commit/8187adf5d2e94899592df210c0fcaebdcd01a880,"add a coresendhook right now it is not possible to hook in before we ""send"" the request into the ringbuffer allowing to introspect the request and also to potentially alternate the observable returned to the upper layers",,perfective,,test,possible allowing alternate,,,
https://github.com/couchbase/couchbase-jvm-core/commit/c24114b8ccac839fe0f048b867bbdac9b7f0291d,"add low-level support for ""enhanced error messages"" in order to support the new 50 ""enhanced error message"" feature where the server sends more infos in the error case to the sdk the client needs to be able to parse those conditionally anf if so make it available to the upper layers",,perfective,,test,add suuport ehanced feature,,,
https://github.com/couchbase/couchbase-jvm-core/commit/a136da17f8abcd5959f27e6aa108289157cf851f,"allow keepalives to recycle dead connections we've been sending the app-level keepalives to each service to make sure that inactive sockets are not cut off by firewalls or other networking equipment to make the system more reliable we can also take the concept of the keepalives and enhance it a bit more to act more like ""heartbeats""",,perfective,,test,allow to,,,
https://github.com/couchbase/couchbase-jvm-core/commit/e6235374790239207ccf8801e33b1f2baf7fcd1c,dont send timed out operations over network it is not very ideal to send timed out operations on the application to the server changes ------- allow to store a reference to the subscriber in the couchbaserequest and add check to see if the subscriber has unsubscribed from the subscriptions list if the subscriber has unsubscribed the request handler will not further process the request results ------- timed out requests will not be sent to the server are covered in java-client,,perfective,,test,ideal allow store ,,,
https://github.com/couchbase/couchbase-jvm-core/commit/42598ece8f9ca5cb30a5b37edd8b56fc82ea360d,support for full document set/get with xattrs allow full document set and get with xattrs using subdoc this is useful for spring data couchbase changes ------- add getdoc and upsertdoc with opcodes op_get and op_set allow doc flag createdocument to be set using submultimutationdocoptionsbuilder and send it as part of extras on multipath mutation commands result ------ full doc set/get with subdoc is possible are covered in java-client,,perfective,,test,support,,,
https://github.com/couchbase/couchbase-jvm-core/commit/cfab1108cbf63634c3b2bdefb4343cf3b6b18428,allow to run hello after auth motiviation to support eol server versions it should be possible to optionally run hello after auth (to prevent the server disconnecting the client over and over again),,perfective,,test,allow possible,,,
https://github.com/couchbase/couchbase-jvm-core/commit/617d99af22e2a0b212dddb36716a5046ff84e54b,"add support for the extended kv error map to be more forwards compatible with future error codes the server adds a new capability called ""the error map"" which is outlined in the internal server documentation as a first step being disabled by default the client should be able to load and store this error map and still log all unknown errors in future changes the new capabilities will be enhanced to actually make use of specific behavior",,perfective,,test,add support,,,
https://github.com/couchbase/couchbase-jvm-core/commit/d95bcbb85d54631f8e214c6ece2e7a2b928b4807,add support for username/password auth in support of rbac allow rbac user/password authentication support changes ------- 1 memcached connection negotiation also includes select_bucket command for rbac users added additional handler for this in keyvalueendpoint 2 internal protected apis (in service and enpointfactory classes) which accept bucket name and password are modified to include username 3 public interfaces (in requests and endpoint classes) which accept bucket name and password are retained by adding an additional overload with username 4 connection string allows username to be set 5 bucket configs additionally store username results ------- requests to core-io can now include username specific rbac are covered in java-client as current inherently the changes,,perfective,,test,add support,,,
https://github.com/couchbase/couchbase-jvm-core/commit/f797dd2e4721de968b3a95dd3da0670bd9e76ab7,add changes to support user management add supporting changes for user management of rbac users through the client changes ------- added upsertuser removeuser getusers requests and responses that can be sent and responded from core requests have the hardcoded endpoint info these requests are encoded to corresponding http request in config handler results ------- added support for user management,,perfective,,test,add supporting,,,
https://github.com/couchbase/couchbase-jvm-core/commit/0c41ef83fb9d13cdc8d2204660b0d5db6f5db8a0,allow to fall back to old services since the new services are implemented in a release there should be an escape valve that allows to force and go back to the old services in case a has slipped through,,perfective,,test,allow to fall back,,,
https://github.com/couchbase/couchbase-jvm-core/commit/2612ce57313c1b234d75ebd36290d8a32ba17c5a,extract interface needed for bucketconfigparser right now it is necessary to implement coreenvironment to parse the configuration with bucketconfigparserparse which is not really necessary and clientenvironment in jdcp does not implement full coreenvironment,,perfective,,test,extract needed,,,
https://github.com/couchbase/couchbase-jvm-core/commit/0c33df8a5d6a7214a9b687d75c2a2c9501c0b08c,support for optional io pool per service in certain cases it has been found that segregating the io event loops for different services provides better performance since they don't disturb each other this is especially true when short-lived but many kv operations interleave with longer running n1ql or view queries,,perfective,,test,support better performance,,,
https://github.com/couchbase/couchbase-jvm-core/commit/7dad8e449dd868d1a845c0c0570d5a5d8d8b4847,extract ssl related settings into secureenvironment jdcp connector (and probably other core-io integrations) are not able to use sslenginefactory without implementing full coreenviornment inteface which might be overkill,,perfective,,test,extract implementing,,,
https://github.com/couchbase/couchbase-jvm-core/commit/e0f01b8e90ecd4417f25e5ef250dc9b0a3ff09a7,add an upper bound to the sentrequestqueue currently when a socket is alive but never responding to requests we write into it as responses never arrive this makes the sentrequestqueue pile up requests and this queue is not bounded,,perfective,,test,add,,,
https://github.com/couchbase/couchbase-jvm-core/commit/c4044e4d23056789868d785fe93ca5203dc9b821,gracefully handle empty partitions in bucket config if for example during warmup or for some other reason the bucket config from the server does not contain partitions the code should gracefully handle this case and send it into retry as it is done under similar conditions,,perfective,,test,gracefully handle,,,
https://github.com/couchbase/couchbase-jvm-core/commit/0d343ede11e3efdc856b9799b03afea9a8c1970a,"consume and log errors for keepalives in a recent user log examined it was found that during a socket close and the cancellation of outstanding requests one of the ""victims"" was a keepalive abstractgenerichandler: exception thrown while cancelling outstanding operation: bucket='null'} rxexceptionsonerrornotimplementedexception: request cancelled in-flight",,perfective,,test,consume,,,
https://github.com/couchbase/couchbase-jvm-core/commit/f76a739978ae9ddec227da89b9b8505fb7bae57d,round robin endpoint selection strategy current endpoint selection strategy is either `random` or based on `partition` it was observed that random selection could lead to a same endpoint being chosen several times in a row and with long running requests (like n1ql queries) this can add up thus a round robin selection is probably a better fit,,perfective,,test,seletion,,,
https://github.com/couchbase/couchbase-jvm-core/commit/748865defba072abd15b7b428dd3c07d08d973e6,add raw n1ql querying msg that returns json in some use cases notably when developing a rest backend that could just build n1ql queries and pass the json response back to a javascript frontend being able to perform a n1ql query and not interpret the response but rather return is raw (json bytebuf) can make sense,,perfective,,test,add able,,,
https://github.com/couchbase/couchbase-jvm-core/commit/5149f452aa80f073fe1fba66a86c91d0cbe8d1ed,catch exceptions that event bus consumers may trigger if any of the downstream consumers throw an exception make sure to catch it so the event bus and its surrounding threads keep moving,,perfective,,,make sure catch,,,
https://github.com/couchbase/couchbase-jvm-core/commit/ad670b46ffb61e78a7c1532f4aff4a31ab168ca0,avoid subscribe() without error handler better to explicitly log errors otherwise we'll get the ugly onerrornotimplemented exceptions,,perfective,,,better,,,
https://github.com/couchbase/couchbase-jvm-core/commit/fd47b831955dc28db3e98ae89f6630617827f12e,decrease environment counter on shutdown and emit event to be more correct the environment now decreses its instance counter so that when properly shutdown and then created no warning is issued,,perfective,,,more correct properly issued,,,
https://github.com/couchbase/couchbase-jvm-core/commit/911c062a30b3c81f2896a867a6ad76499c0f583b,waitstrategy needs to be created for every couchbasecore the change introduced in leads to a performance regression if more than one couchbasecore instance is used in the java-client this means that if more than one couchbasecluster is used and the environment is shared there is under high throughput more contention on the used waitstrategy,,perfective,,,Needs created performance regression high throughput,,,
https://github.com/couchbase/couchbase-jvm-core/commit/5c025b2626ac5a3f8ce6184631a382d7e2ed93aa,implement vbucket retry changes according to rfc in the existing suite of client libraries there is no consistent behaviour defined in terms of how to perform vbucket retries this has resulted in a variety of methods being employed each with its own benefits and drawbacks we now need to align all the sdks to have similar behaviour to ensure that performance expectations do not vary based on sdk,,perfective,,,implement consistent behavior ensure performance expectations ,,,
https://github.com/couchbase/couchbase-jvm-core/commit/cd7b4272bb2228c3e2589fd9072877548970b4f4,n1ql parsing of select raw in some corner cases where maximum throughput must be achieved with n1ql using a `select raw somefield` statement can give a boost but the current streaming parser relies on detecting json objects in the results,,perfective,,,throughput achieved boost,,,
https://github.com/couchbase/couchbase-jvm-core/commit/e399db772f85b934e4d460909bd533791076efe0,allow some requests (n1ql) to target specific node the need has come up for some n1ql queries to be able to target specific nodes in order to emulate a broadcast or multicast on some operations,,perfective,,,allow,,,
https://github.com/couchbase/couchbase-jvm-core/commit/bddc2e0ed929e8a54dbaacbb89c76c86cab7d729,do not encode key twice right now the netty memcached codec takes the key as a string and performs encoding internally this is problematic since the sdk itself also needs to encode the key for routing purposes so as a result the key ends up to be encoded twice from its string representation into a utf-8 byte array this produces unnecessary garbage and wastes cpu cycles,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/3fb03139f0438bad2ff1e3497065552a22b42677,allow dcp connectors to notify core about processing messages to implement flow control efficiently it is necessary to be able to receive notification that the consumer really processed the event (transformed persisted or retransmitted),,perfective,,,allow implement efficiently,,,
https://github.com/couchbase/couchbase-jvm-core/commit/c26b73b00a90ae245aefad5d0c8c1bee359172d7,extract common interface for dcp data messages connectors which built upon the core often need to differentiate between interesting data events (mutation deletion etc) and service events (create new stream query failover logs etc),,perfective,,,extract for,,,
https://github.com/couchbase/couchbase-jvm-core/commit/26c40227545efc7446f127dc7d35d8c4c9411d76,use 0x97 to get last closed checkpoint for partition command 0x48 returns is not very reliable because it returns only sequence numbers for the node,,perfective,,,use to get,,,
https://github.com/couchbase/couchbase-jvm-core/commit/21141c0d0222cc193d594e1cee2560edba6240f1,"implement 0x97 to get last closed checkpoint dcp stream continuation requires the point in history of partition one way is to persist it on the consumer side but to implement ""listen from now"" strategy there is should be a way to get the last sequence number",,perfective,,,implement,,,
https://github.com/couchbase/couchbase-jvm-core/commit/6d238b0d6e8bddddb64e0eb99faece4115daa72d,optimize scheduling for corescheduler right now the code moves the response away from the io pool onto the computation pool for security it does this by creating a worker dispatching the request and then unsubscribing after the fact,,perfective,,,optimize,,,
https://github.com/couchbase/couchbase-jvm-core/commit/1e47f5a0629886296a765c85dadaa739ec15b8c4,one result / cmd on subdoc multimutate change to the subdocument protocol during development introduced the notion of individual results in a multi-mutation for now only commands that return a value include a result (so the binary message could have between 0 and n individual results),,perfective,,,introduced,,,
https://github.com/couchbase/couchbase-jvm-core/commit/b7eb50f70a61d44f4b90cd625ec2840718cbc2f5,apply credentials on search requests fts now expects the request to contain appropriate credentials,,perfective,,,apply appropriate,,,
https://github.com/couchbase/couchbase-jvm-core/commit/128d07550339126fb79539556296de5640d676b2,implement sub-document protocol in core subdocument is a feature in development that allows to read and mutate values deep inside a json document without paying the extra cost of retrieving the whole document,,perfective,,,implement feature,,,
https://github.com/couchbase/couchbase-jvm-core/commit/e00ae3e8746f67645ef16f7e1ecea701338816b0,flow control for dcp server supports a mechanism to track consumer buffer sizes and stepback if it sees that the client lacks free spaces in his buffer this feature is useful to rate limit the stream of changes on high load producers,,perfective,,,supports a mechanism,,,
https://github.com/couchbase/couchbase-jvm-core/commit/787e40cc0e37e6e8b5c714b6d42f1c030107701b,use unicastautoreleasesubject for collecting dcp events subscribers to publishsubject could miss events if they joined too late,,perfective,,,use,,,
https://github.com/couchbase/couchbase-jvm-core/commit/fc75382633403c87f370d4a25a3f281d9d7cce39,k/v command to get mutation tokens there is a simpler way to get initial vbucket high sequence numbers than through stat: get_all_vb_seqnos[1] the command returns what called mutationtoken in terms of sdk except it does not fill vbucket uuid field,,perfective,,,to get,,,
https://github.com/couchbase/couchbase-jvm-core/commit/20ec60c1f837eb09d9a1aef7afe642b4e44dd3c3,allow partial initialization of dcp streams aggregator state it is useful to listen only for some streams of the cluster (for example when splitting load between several kafka producers),,perfective,,,allow initialization,,,
https://github.com/couchbase/couchbase-jvm-core/commit/683eedea8d0e29f46d4299e4a7b5314e6c7b4199,"explicitly set socket timeout and handle it if needed a socket timeout needs to be set to something lower than the netty default (30 seconds) since especially in the 5 second bucket open timeout case this is too long this has some side effects where the code can wait on the connect phase longer than needed leading to ""infinite"" open sequences that would've been able to go to a different node instead",,perfective,,,handle needs,,,
https://github.com/couchbase/couchbase-jvm-core/commit/7e63fe3b445ebe131b910f3dff2647c5f5414d02,improve readability of messages about unknown kv status when unknown error code detected by responsestatusconverter it just outputs the number to the log it will be much better if it can also include some explanation and human-readable representation of the protocol status code,,perfective,,,improve,,,
https://github.com/couchbase/couchbase-jvm-core/commit/0d14c71c487bc8b2ade435bbae3b9ab1023804ae,poll for new config every 10 seconds when no traffic is going through the system and under various other conditions without polling for a new config on a regular basis there is a chance that we miss the addition of query only service nodes,,perfective,,,for new,,,
https://github.com/couchbase/couchbase-jvm-core/commit/171f8f298fc2aba533163dd9df81d62106cd5b5e,eagerly convert doc id string into bytes previously the core will actually conver the document id three times into a utf-encoded byte array: - in the key/value locator - in the handler to calculate the key length - in the codec when the request is encoded since 1 is happening on the core thread and 2&3 on the io threads doing this repetetive task is quite expensive and generates unnecessary gc,,perfective,,,eagerly convert,,,
https://github.com/couchbase/couchbase-jvm-core/commit/f1136b1154787295bdbc2591c52fdd4efdbd0d82,"always log metric events to actually use the metrics we collect in an ""always on"" fashion th default implementation needs to consume metrics and log them",,perfective,,,implementation needs,,,
https://github.com/couchbase/couchbase-jvm-core/commit/ebafbc2d75811c9e89bd42abd019b01c0729e438,only use one pause detector the latency utils that we use for latency collection creates a pause detector per object if not set properly before also it checks every ms and therefore creating lots of context switching,,perfective,,,only use,,,
https://github.com/couchbase/couchbase-jvm-core/commit/9ce2aaa3d15fa64fed907db889c790d0d7ff9dfc,add support for seqno-based observe in addition to cas based observe in combination with the introduced mutation token it is now possible to perform much more accurate observe logic on the sequence number to also detect concurrent mutations and handle failover scenarios much more gracefully (and identify those scenarios),,perfective,,,add support,,,
https://github.com/couchbase/couchbase-jvm-core/commit/2ec94da8032e43cc401c28a7ebccc69d2c1bcdeb,implement api to serialize dcp stream state to simplify dcp state serialization the bucketstreamaggregatorstate should call user-specified hooks each time the state updated,,perfective,,,implement to,,,
